,product_id,mail,score,review_text,date_added
197,2452,Shawn2174@gmail.com,9,Это ну такое.,2013-11-16
198,2637,Amy7498@hotmail.com,7,Хорошо! Это хороший продукт.,2015-8-21
199,355,Manuel8564@gmail.com,0,,2011-1-8
200,2922,Denise5491@gmail.com,7,,2015-9-21
201,3438,Willie8189@hotmail.com,0,,2013-9-9
202,1788,Bethany9043@gmail.com,6,Плохо! Мне не понравился.,2011-5-18
203,731,Faith4673@hotmail.com,7,,2019-1-27
204,2651,Margaret2780@gmail.com,9,,2021-5-18
205,2083,Cassie8594@hotmail.com,3,,2012-1-15
206,221,Margaret8785@gmail.com,4,Плохо! Мне не понравился.,2016-12-18
207,2718,Bridgett3079@gmail.com,3,Хороший продукт.,2017-5-14
208,701,Robert9688@gmail.com,7,,2015-5-6
209,371,Stanley5993@hotmail.com,2,Это ну такое.,2014-10-23
210,1200,Joanne1974@hotmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2018-10-7
211,3143,James6114@gmail.com,4,Хороший продукт.,2014-11-8
212,61,Lee6931@hotmail.com,7,,2014-11-9
213,3655,Franklin8298@hotmail.com,9,Средненько! Это средний по качеству продукт.,2013-3-22
214,2571,James9652@hotmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2011-8-13
215,2518,Janice1869@hotmail.com,3,,2015-12-16
216,1848,Mary4878@hotmail.com,7,Хорошо! Это хороший продукт.,2020-9-17
217,478,Salvatore7411@hotmail.com,1,Это ну такое.,2011-5-1
218,3403,Troy4274@gmail.com,2,ФУ. Не куплю от этого бренда больше ничего.,2022-8-12
219,1986,Sandra1795@gmail.com,9,,2023-2-19
220,1373,Judy5018@gmail.com,6,,2017-12-4
221,3067,Earl5434@gmail.com,5,,2018-3-9
222,28,Nanette3257@gmail.com,7,Прекрасный продукт.,2018-3-15
223,1966,Mark1167@gmail.com,7,Плохо! Мне не понравился.,2013-7-8
224,2024,Evelyn3254@gmail.com,3,Просто средний продукт.,2019-11-9
225,1938,Laverne9820@hotmail.com,10,На самом деле прекрасный выбор!,2015-10-3
226,2185,Henry4324@hotmail.com,6,,2013-6-7
227,506,Julie4276@gmail.com,7,,2012-6-28
228,1117,Inez7532@gmail.com,5,,2012-4-3
229,2963,Gina8047@hotmail.com,6,Плохо! Мне не понравился.,2014-5-13
230,1164,Linda3218@hotmail.com,5,,2023-1-3
231,579,Neal3761@gmail.com,6,Хороший продукт.,2018-10-12
232,2799,Kay5885@hotmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2020-3-21
233,1430,Carlos5584@hotmail.com,9,,2022-1-4
234,2632,Jonathan5240@hotmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2013-11-8
235,1865,Ann2465@hotmail.com,0,Просто средний продукт.,2022-12-21
236,496,Kevin9436@hotmail.com,4,На самом деле прекрасный выбор!,2020-9-19
237,774,Christopher8722@hotmail.com,9,,2023-12-20
238,2140,Ericka7523@hotmail.com,10,Хорошо! Это хороший продукт.,2016-9-10
239,283,John5027@gmail.com,0,Прекрасный продукт.,2015-6-1
240,2612,David2222@hotmail.com,2,,2023-7-6
241,2238,Daniele8862@gmail.com,0,,2011-12-1
242,3616,Francisca3982@gmail.com,2,,2017-6-14
243,3276,Max6111@gmail.com,7,Плохо! Мне не понравился.,2016-8-22
244,1153,Mildred7436@gmail.com,9,,2021-9-27
245,850,Tina7746@hotmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2011-3-20
246,1935,James4715@gmail.com,9,Хороший продукт.,2012-7-21
247,1650,Nicole4040@gmail.com,2,Отлично! Это невероятно хороший продукт.,2019-11-8
248,1734,Jennifer2210@gmail.com,4,Плохо! Мне не понравился.,2015-11-13
249,1570,Heidi7597@gmail.com,7,,2013-1-18
250,1136,Jessica3822@hotmail.com,0,,2012-8-3
251,1473,Sanford1578@gmail.com,9,,2012-7-9
252,1037,Rodney9732@gmail.com,5,Плохо! Мне не понравился.,2015-10-13
253,1939,Michelle3294@hotmail.com,7,,2018-2-13
254,2508,Matthew9658@hotmail.com,5,Хорошо! Это хороший продукт.,2018-11-7
255,3285,Wanda4524@gmail.com,7,,2019-3-15
256,406,Edgar3880@hotmail.com,1,Просто средний продукт.,2019-11-4
257,188,Felisha8132@gmail.com,10,Средненько! Это средний по качеству продукт.,2013-1-28
258,2845,Isaiah4792@gmail.com,8,,2012-5-2
259,3585,Sue5763@gmail.com,10,,2023-12-14
260,2480,Laurie7382@gmail.com,3,На самом деле прекрасный выбор!,2023-11-25
261,2717,Walter2898@hotmail.com,7,Прекрасный продукт.,2015-5-20
262,946,Angelica3165@gmail.com,9,Плохо! Мне не понравился.,2018-8-2
263,3249,Meredith8928@gmail.com,8,Хорошо! Это хороший продукт.,2010-11-15
264,1548,Hunter7968@hotmail.com,5,Плохо! Мне не понравился.,2021-9-26
265,2133,Amy2757@hotmail.com,7,На самом деле хороший выбор!,2020-2-7
266,647,Kenneth4589@hotmail.com,0,,2021-4-3
267,96,Barbara7648@hotmail.com,6,Плохо! Мне не понравился.,2017-11-8
268,626,George1328@gmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2022-6-17
269,2265,Regina7333@gmail.com,1,ФУ. Не куплю от этого бренда больше ничего.,2022-5-19
270,1509,Gary4654@gmail.com,2,,2017-10-7
271,715,Antonio8697@hotmail.com,5,,2021-12-8
272,370,Roderick8959@hotmail.com,2,Это ну такое.,2023-2-16
273,1232,Samuel7996@hotmail.com,9,,2011-9-25
274,3168,Kimberly4738@hotmail.com,3,,2019-2-22
275,933,Glenn1914@gmail.com,7,,2013-3-11
276,2053,Gloria3449@gmail.com,4,,2018-4-24
277,3248,Gabriela5744@hotmail.com,7,,2018-11-17
278,1381,Susan9459@gmail.com,2,,2012-4-21
279,1744,Bobby1139@gmail.com,8,,2019-5-13
280,1529,Kelly4332@gmail.com,10,Это ну такое.,2020-4-19
281,263,Ramon2270@hotmail.com,8,Это ну такое.,2022-10-19
282,1552,Alma2289@gmail.com,2,Просто средний продукт.,2015-9-26
283,3253,Kimberly8913@hotmail.com,0,Ну неплохо.,2010-1-25
284,2142,Kevin4446@gmail.com,7,Хороший продукт.,2012-1-7
285,457,Maricela7049@gmail.com,1,,2013-10-25
286,2988,Mary5062@gmail.com,6,,2020-9-26
287,726,Ronald8595@gmail.com,3,,2019-9-13
288,2924,Randolph6373@gmail.com,6,,2016-6-18
289,2272,Jean9870@gmail.com,9,,2010-6-7
290,1646,Franklin9448@hotmail.com,2,ФУ. Не куплю от этого бренда больше ничего.,2011-5-24
291,3118,Audrey1526@hotmail.com,8,Это ну такое.,2020-5-21
292,807,Angie8115@hotmail.com,5,,2011-8-9
293,981,David1010@gmail.com,3,Отлично! Это невероятно хороший продукт.,2020-5-9
294,2206,Brittany5142@hotmail.com,3,На самом деле хороший выбор!,2011-8-4
295,292,Keith1410@gmail.com,8,Просто средний продукт.,2023-7-26
296,3179,Freddie5066@gmail.com,4,На самом деле прекрасный выбор!,2021-8-24
297,1043,Charlotte9777@hotmail.com,1,,2016-12-7
298,1097,Donna5811@hotmail.com,8,Хорошо! Это хороший продукт.,2021-6-4
299,2783,Henry7985@hotmail.com,1,Это ну такое.,2020-1-6
300,2258,Josephine9333@gmail.com,8,,2018-5-13
301,1279,Robert6728@hotmail.com,7,,2017-7-7
302,648,Daniel1553@hotmail.com,6,Просто средний продукт.,2012-11-23
303,2969,Laura1811@gmail.com,10,Плохо! Мне не понравился.,2017-12-7
304,3465,Charles2542@hotmail.com,8,,2015-3-3
305,2335,Karen8433@gmail.com,8,ФУ. Не куплю от этого бренда больше ничего.,2010-2-3
306,1385,Rosemarie1359@hotmail.com,6,,2013-8-16
307,669,Malcolm7823@gmail.com,1,Просто средний продукт.,2023-5-27
308,3479,Lewis5727@hotmail.com,1,,2023-6-14
309,58,Terry9413@gmail.com,7,На самом деле прекрасный выбор!,2018-7-15
310,3162,Reginald7096@hotmail.com,9,,2014-12-2
311,1838,Marie8065@hotmail.com,9,,2018-10-12
312,1098,Jeffrey7722@gmail.com,6,,2015-10-13
313,1619,Robert1576@gmail.com,7,ФУ. Не куплю от этого бренда больше ничего.,2015-8-15
314,2197,Erin4127@gmail.com,6,,2010-5-6
315,2675,Juan4232@gmail.com,6,,2012-8-24
316,1714,Robin9435@gmail.com,3,Ну неплохо.,2010-7-13
317,674,Ramon3952@gmail.com,2,На самом деле прекрасный выбор!,2010-3-24
318,2975,John2595@gmail.com,3,,2021-2-1
319,820,Charles9739@hotmail.com,9,Отлично! Это невероятно хороший продукт.,2021-4-7
320,2765,Kyle6659@hotmail.com,6,Плохо! Мне не понравился.,2010-11-16
321,1843,Curtis8420@gmail.com,0,,2020-8-24
322,2505,James7865@gmail.com,10,На самом деле хороший выбор!,2019-12-7
323,47,Andrew8882@hotmail.com,5,Отлично! Это невероятно хороший продукт.,2017-11-5
324,155,Gerardo4233@hotmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2019-7-14
325,1115,Barbara1445@gmail.com,2,ФУ. Не куплю от этого бренда больше ничего.,2020-1-11
326,1142,Rita3662@hotmail.com,6,Хороший продукт.,2013-2-9
327,2177,Sarah2461@gmail.com,3,,2023-5-1
328,3645,Ida4140@hotmail.com,2,Это ну такое.,2011-10-21
329,1733,Jose4454@hotmail.com,10,Плохо! Мне не понравился.,2015-5-22
330,248,Leslie1670@hotmail.com,10,,2020-7-9
331,3666,Mary6429@gmail.com,5,,2018-5-22
332,2514,Johnny9171@hotmail.com,1,,2023-10-7
333,676,Jack5530@hotmail.com,7,На самом деле хороший выбор!,2011-2-25
334,1938,Michael9942@hotmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2016-2-19
335,3558,Janice1097@hotmail.com,1,Прекрасный продукт.,2018-2-15
336,2081,Richard6350@gmail.com,3,,2012-4-15
337,2240,Darlene9537@gmail.com,10,,2013-6-16
338,1695,Carole7917@hotmail.com,5,На самом деле хороший выбор!,2014-9-14
339,2921,Gale7781@hotmail.com,5,ФУ. Не куплю от этого бренда больше ничего.,2023-5-27
340,3405,Betty4538@hotmail.com,0,Ну неплохо.,2023-4-20
341,2858,Christine9841@gmail.com,6,Плохо! Мне не понравился.,2012-1-24
342,2942,Jose4758@hotmail.com,1,,2013-3-8
343,1227,Janet4513@hotmail.com,9,,2014-6-8
344,97,James9579@hotmail.com,6,,2019-8-11
345,3378,Arnold9866@hotmail.com,5,Хороший продукт.,2023-8-17
346,671,Ernest8827@hotmail.com,7,,2015-10-26
347,158,Mike7457@gmail.com,10,,2016-8-4
348,220,Michael9162@gmail.com,2,Ну неплохо.,2018-12-23
349,729,Matthew8190@gmail.com,9,Прекрасный продукт.,2022-1-15
350,2296,Alberta5184@hotmail.com,10,Хорошо! Это хороший продукт.,2013-6-9
351,778,Roland9735@gmail.com,8,,2021-6-28
352,422,Matthew6110@gmail.com,6,,2019-7-12
353,1064,Roger8391@hotmail.com,10,,2018-6-26
354,1777,Esther5426@gmail.com,2,,2018-4-3
355,397,Paulette8846@hotmail.com,6,Отлично! Это невероятно хороший продукт.,2019-12-20
356,120,Mary1427@hotmail.com,4,,2017-4-4
357,547,Art7370@gmail.com,6,,2010-3-15
358,282,Shawn5243@hotmail.com,5,,2021-12-24
359,660,Christopher7552@gmail.com,6,,2015-4-6
360,956,Melissa7353@gmail.com,7,На самом деле хороший выбор!,2021-6-3
361,2825,Mia2439@gmail.com,10,,2020-10-19
362,1086,Lora2336@hotmail.com,10,Плохо! Мне не понравился.,2017-7-22
363,1898,Pattie4033@hotmail.com,1,,2019-4-24
364,2336,Christopher3625@hotmail.com,3,Средненько! Это средний по качеству продукт.,2011-5-16
365,3497,Denise4999@hotmail.com,2,,2010-8-20
366,2692,Celesta9560@gmail.com,3,,2018-4-21
367,1098,Ada6744@gmail.com,3,,2021-11-28
368,1329,Rhoda8715@hotmail.com,10,Плохо! Мне не понравился.,2023-6-16
369,1404,Dianne2880@hotmail.com,4,,2015-2-27
370,1019,Yvonne8389@hotmail.com,4,,2015-6-12
371,1734,Sandra4199@gmail.com,1,,2019-6-17
372,3074,Carolyn8441@gmail.com,0,Ну неплохо.,2022-1-7
373,2371,Bryan8512@gmail.com,10,Это ну такое.,2011-12-24
374,1831,Melissia6023@gmail.com,10,,2010-8-6
375,2277,Angie4459@gmail.com,3,,2018-6-17
376,1312,Marlene2691@gmail.com,1,,2017-11-6
377,2240,Laura5917@hotmail.com,9,,2012-7-8
378,2746,Justin7186@gmail.com,3,,2021-5-12
379,517,Connie1060@gmail.com,1,На самом деле прекрасный выбор!,2020-5-2
380,2291,Richard9211@gmail.com,3,,2020-10-13
381,955,Frank3860@gmail.com,9,ФУ. Не куплю от этого бренда больше ничего.,2013-10-10
382,1054,Melanie9698@gmail.com,0,Ну неплохо.,2017-8-15
383,827,Candace8064@hotmail.com,8,Ну неплохо.,2019-8-21
384,1101,Joyce6623@hotmail.com,0,ФУ. Не куплю от этого бренда больше ничего.,2020-9-26
385,2888,Louis3859@hotmail.com,7,,2013-10-5
386,2040,Ricky8283@hotmail.com,7,Просто средний продукт.,2019-8-21
387,2156,Ronald7984@hotmail.com,7,,2015-8-24
388,2131,Rima8674@hotmail.com,0,Ну неплохо.,2016-1-3
389,2729,Melisa8963@gmail.com,4,,2014-7-17
390,177,Ruth4987@gmail.com,8,,2015-12-14
391,952,Sherryl5174@gmail.com,10,ФУ. Не куплю от этого бренда больше ничего.,2023-2-17
392,1525,Kevin3181@gmail.com,10,Прекрасный продукт.,2010-11-23
393,1647,Roberto9012@gmail.com,0,На самом деле хороший выбор!,2020-5-17
394,1561,Mark6938@gmail.com,7,,2014-12-3
395,2752,Heather9258@hotmail.com,0,Это ну такое.,2015-3-3
396,555,Jeanna8466@hotmail.com,1,,2013-7-14
397,265,Richard7784@gmail.com,5,,2022-2-20
398,799,Anthony8962@gmail.com,0,,2017-3-17
399,3474,Kirk1427@gmail.com,7,Это ну такое.,2021-11-16
400,527,Ruth7967@gmail.com,3,,2012-11-27
401,2090,Doris3366@gmail.com,5,,2018-6-20
402,2899,Richard7316@hotmail.com,8,,2022-1-26
403,503,John6993@gmail.com,4,Плохо! Мне не понравился.,2018-4-10
404,1386,Arnold2747@hotmail.com,9,,2020-4-26
